,Text,Created At,Positive Score,Negative Score,Neutral Score,Compound Score,Account
415,"RT @amolrajanBBC: My blog on Disney-Fox coming soon. Meantime:
1/ This is the most humble day of Rupert's life!.
2/ This deal ain't done. M…",Thu Dec 14 19:38:37 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
416,"RT @BBC_HaveYourSay: Bunny saved from California wildfire is bouncing back to health 🐇 
https://t.co/CM0ahX9XDa",Thu Dec 14 19:37:57 +0000 2017,0.189,0.0,0.811,0.4215,BBC News(World)
417,RT @DaveLeeBBC: What does the general American public know about net neutrality? Perhaps more than you'd think. Here's @CMG_BBC's tape: htt…,Thu Dec 14 19:24:41 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
418,RT @BBCBreaking: US regulator votes to ease restrictions that prevent internet providers prioritising one company's data over another https…,Thu Dec 14 18:35:49 +0000 2017,0.175,0.0,0.825,0.3818,BBC News(World)
419,Iran supplied Yemen rebels with ballistic missile - US https://t.co/aZQmI9uaui,Thu Dec 14 18:14:22 +0000 2017,0.0,0.184,0.816,-0.2023,BBC News(World)
420,Australia child abuse inquiry: Final recommendations released https://t.co/7lqMdJBP4h,Fri Dec 15 01:05:38 +0000 2017,0.0,0.375,0.625,-0.6369,BBC News(World)
421,Lock out https://t.co/J0zm3FYf6d,Fri Dec 15 00:41:55 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
422,Africa's week in pictures https://t.co/a7jeVUpNnk,Fri Dec 15 00:38:38 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
423,Odebrecht scandal: Peru president Kuczynski under pressure to quit https://t.co/3uZbwkHZHp,Fri Dec 15 00:35:13 +0000 2017,0.0,0.389,0.611,-0.6249,BBC News(World)
424,Shroud of doubt https://t.co/pnElJsYpju,Fri Dec 15 00:17:35 +0000 2017,0.0,0.455,0.545,-0.3612,BBC News(World)
425,'Bribing the desperate' https://t.co/aOV358llnD,Fri Dec 15 00:17:35 +0000 2017,0.0,0.434,0.566,-0.3182,BBC News(World)
426,"RT @BBCNorthAmerica: What does it mean to lose your home so late in your life?
For Ernesto, his 81-year-old father's health began to declin…",Fri Dec 15 00:16:07 +0000 2017,0.0,0.105,0.895,-0.4019,BBC News(World)
427,"RT @BBCNorthAmerica: ""If the African American population had not gone out in the numbers that we did and voted, we'd have Roy Moore as our…",Thu Dec 14 23:29:38 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
428,Class of 77 https://t.co/yIJ4I3pbK9,Thu Dec 14 23:20:07 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
429,Venezuela first lady's nephews jailed for drugs https://t.co/0tMdKkRbw9,Thu Dec 14 22:44:38 +0000 2017,0.0,0.314,0.686,-0.4939,BBC News(World)
430,Dalai Lama launches free iPhone app https://t.co/QkeCNhkB0Q,Thu Dec 14 22:21:05 +0000 2017,0.355,0.0,0.645,0.5106,BBC News(World)
431,Disney-Fox: Five things it could mean https://t.co/hRQhpXbc5u,Thu Dec 14 21:38:42 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
432,Syria war: US planes 'fire flares' at Russian jets https://t.co/6816RBKTZz,Thu Dec 14 20:33:34 +0000 2017,0.0,0.441,0.559,-0.743,BBC News(World)
433,"#NetNeutrality: What is it, and why does it matter? https://t.co/tABVoaZKAL",Thu Dec 14 20:22:06 +0000 2017,0.109,0.0,0.891,0.0258,BBC News(World)
434,"RT @BBCNorthAmerica: Roy Moore won't concede after the Alabama election, but he will list off what is wrong with America

https://t.co/ro2J…",Thu Dec 14 20:02:59 +0000 2017,0.0,0.172,0.828,-0.631,BBC News(World)
435,"RT @amolrajanBBC: My blog on Disney-Fox coming soon. Meantime:
1/ This is the most humble day of Rupert's life!.
2/ This deal ain't done. M…",Thu Dec 14 19:38:37 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
436,"RT @BBC_HaveYourSay: Bunny saved from California wildfire is bouncing back to health 🐇 
https://t.co/CM0ahX9XDa",Thu Dec 14 19:37:57 +0000 2017,0.189,0.0,0.811,0.4215,BBC News(World)
437,RT @DaveLeeBBC: What does the general American public know about net neutrality? Perhaps more than you'd think. Here's @CMG_BBC's tape: htt…,Thu Dec 14 19:24:41 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
438,RT @BBCBreaking: US regulator votes to ease restrictions that prevent internet providers prioritising one company's data over another https…,Thu Dec 14 18:35:49 +0000 2017,0.175,0.0,0.825,0.3818,BBC News(World)
439,Iran supplied Yemen rebels with ballistic missile - US https://t.co/aZQmI9uaui,Thu Dec 14 18:14:22 +0000 2017,0.0,0.184,0.816,-0.2023,BBC News(World)
440,Defiant Roy Moore refuses to concede after Alabama defeat https://t.co/4HO2oi9zOF,Thu Dec 14 17:44:52 +0000 2017,0.0,0.38,0.62,-0.5994,BBC News(World)
441,RT @BBCNewsGraphics: What's Walt Disney getting for its $52bn? https://t.co/I1TCrjzUJ8 https://t.co/2MmSvbggAx,Thu Dec 14 16:58:19 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
442,French school bus in fatal train crash https://t.co/6WKilAdtVz,Thu Dec 14 16:55:28 +0000 2017,0.0,0.508,0.492,-0.7351,BBC News(World)
443,Is size important when it comes to wine glasses? https://t.co/iRLMaZho5R,Thu Dec 14 16:52:36 +0000 2017,0.167,0.0,0.833,0.2023,BBC News(World)
444,Omarosa Manigault Newman denies being dragged out of White House https://t.co/14TvDzMWDg,Thu Dec 14 16:44:40 +0000 2017,0.0,0.308,0.692,-0.4588,BBC News(World)
445,Kazakhstan coal miners carry out strike underground https://t.co/ZS0cRMPbdb,Thu Dec 14 16:05:08 +0000 2017,0.0,0.176,0.824,-0.128,BBC News(World)
446,Roy Moore says Alabama election 'tainted' by outside groups https://t.co/EqfoMZVZhb,Thu Dec 14 15:50:33 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
447,Zimbabwe's Mnangagwa seeks end to Western sanctions https://t.co/jKuuzO7Wtl,Thu Dec 14 15:50:32 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
448,Pitch Perfect 3 gets pre-Christmas UK release https://t.co/ymEXipjuvW,Thu Dec 14 15:42:45 +0000 2017,0.381,0.0,0.619,0.5719,BBC News(World)
449,Racism row https://t.co/TusutKu4ja,Thu Dec 14 15:28:23 +0000 2017,0.0,0.672,0.328,-0.6249,BBC News(World)
450,RT @BBC_HaveYourSay: Are you under 25 and sleeping on a friend’s sofa because you don't have anywhere else to go? Please @ reply your exper…,Thu Dec 14 15:25:34 +0000 2017,0.095,0.0,0.905,0.3182,BBC News(World)
451,Niki Austrian airline failure strands many passengers https://t.co/bZzKKKBBvq,Thu Dec 14 15:03:41 +0000 2017,0.0,0.32,0.68,-0.5106,BBC News(World)
452,"RT @BBC_HaveYourSay: Visitors hoping to see a display of ""dancing butterflies"" in China actually saw plastic ones attached to sticks 🦋
http…",Thu Dec 14 14:28:24 +0000 2017,0.128,0.0,0.872,0.4215,BBC News(World)
453,Airbus A380 draws giant Christmas tree over Germany https://t.co/dRKi8HVyfp,Thu Dec 14 13:43:19 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
454,Bollywood star faces eviction from Paris apartment https://t.co/fqAyYMY2yo,Thu Dec 14 13:25:43 +0000 2017,0.0,0.3,0.7,-0.4588,BBC News(World)
455,"RT @BBCMonitoring: The #PutinPresser is over, clocking in at about 3 hours, 40 minutes. https://t.co/F0ampGTUAf",Thu Dec 14 12:53:48 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
456,EU leaders wrestle with migrant quotas at summit https://t.co/lviJOsIFaQ,Thu Dec 14 12:12:43 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
457,Walt Disney buys Murdoch's Fox for $52bn https://t.co/OvASSmvdjX,Thu Dec 14 12:12:40 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
458,Joe Biden comforts John McCain's daughter over cancer https://t.co/20xMuafVfr,Thu Dec 14 11:33:12 +0000 2017,0.214,0.303,0.483,-0.3182,BBC News(World)
459,Harry Potter gets a weird new chapter from a computer https://t.co/IX7YcJ3ir3,Thu Dec 14 11:23:25 +0000 2017,0.0,0.175,0.825,-0.1779,BBC News(World)
460,Colombia's main gang declares unilateral ceasefire https://t.co/S54jqlh8zI,Thu Dec 14 11:17:25 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
461,Israel hits Hamas targets in Gaza after rocket fire https://t.co/K0lCEP6Yqs,Thu Dec 14 11:07:14 +0000 2017,0.0,0.211,0.789,-0.34,BBC News(World)
462,Putin: Trump opponents harm US with 'invented' Russia scandal https://t.co/c1YWyP5ZBx,Thu Dec 14 11:03:46 +0000 2017,0.0,0.444,0.556,-0.7506,BBC News(World)
463,India happiness minister sought as murder suspect in Madhya Pradesh https://t.co/eL4m4aKGC5,Thu Dec 14 10:53:29 +0000 2017,0.195,0.373,0.432,-0.5106,BBC News(World)
464,Catalonia election: The bare facts https://t.co/Ofl5Tai5iZ,Thu Dec 14 10:50:03 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
465,"RT @BBCMonitoring: President Putin says Russia's economic growth is ""an obvious fact"". #PutinPresser",Thu Dec 14 10:23:21 +0000 2017,0.178,0.0,0.822,0.3818,BBC News(World)
466,India 'religious murder' case: Donations for suspect blocked https://t.co/xgqhpLKC21,Thu Dec 14 09:47:46 +0000 2017,0.0,0.6,0.4,-0.8402,BBC News(World)
467,Ukraine to broadcast to Crimean Tatars https://t.co/AeQW6vOGoZ,Thu Dec 14 09:36:55 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
468,Somalia suicide bomber kills police at Mogadishu academy https://t.co/GqPECkMQzl,Thu Dec 14 09:18:20 +0000 2017,0.0,0.533,0.467,-0.8402,BBC News(World)
469,Filmmaker Morgan Spurlock confesses to sexual misconduct https://t.co/TAHx80zR4h,Thu Dec 14 09:11:25 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
470,"Sexual allegations made by actress and producer Salma Hayek are ""not accurate"" - a Harvey Weinstein spokesperson di… https://t.co/ZDQqc2B7T0",Thu Dec 14 08:08:43 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
471,How Greenland would look without its ice sheet https://t.co/tR8m45OhY9,Thu Dec 14 08:00:31 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
472,'Someone finally listened' https://t.co/jNhtKXpeJP,Thu Dec 14 07:04:41 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
473,'Flat-chested' K-pop star responds to 'cruel' body comments https://t.co/SQeEnFajkg,Thu Dec 14 06:36:33 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
474,Delhi zoo hosts party for Rita the chimp aged 57 https://t.co/SBEJBYDbHV,Thu Dec 14 06:32:51 +0000 2017,0.213,0.0,0.787,0.4019,BBC News(World)
475,On the election trail with Gujarat's women bikers https://t.co/ji2icrfkNj,Thu Dec 14 06:18:49 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
476,China meets Australian ambassador amid 'influence' debate https://t.co/lsRLTLD44F,Thu Dec 14 06:12:02 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
477,China's central bank raises interest rates after Fed rise https://t.co/O9WEOw7oMJ,Thu Dec 14 06:05:06 +0000 2017,0.25,0.0,0.75,0.4588,BBC News(World)
478,Penis cliffhanger is New Zealand quote of the year https://t.co/MQXhicPQ2W,Thu Dec 14 05:58:01 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
479,"RT @BBCBreaking: Medecins Sans Frontieres estimates that 6,700 Rohingya were killed in Myanmar in the first month of violence. https://t.co…",Thu Dec 14 05:45:55 +0000 2017,0.0,0.323,0.677,-0.8625,BBC News(World)
480,"MSF estimates more than 6,700 Rohingya killed in Myanmar https://t.co/Qp9cARchM0",Thu Dec 14 05:20:14 +0000 2017,0.0,0.333,0.667,-0.6705,BBC News(World)
481,Kentucky politician takes his own life after sex assault allegation https://t.co/NzLpQJ0JR4,Thu Dec 14 04:35:10 +0000 2017,0.0,0.275,0.725,-0.5859,BBC News(World)
482,"RT @SallyBundockBBC: What should #Meghan buy for the #Queen this Christmas? Suggestions to #BBCTheBriefing - see you at 0500 GMT.
https://t…",Thu Dec 14 03:45:21 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
483,How forced marriage saved a US defector in North Korea: https://t.co/yDAU14BGsV https://t.co/bXmD6aMQUp,Thu Dec 14 03:25:36 +0000 2017,0.168,0.353,0.479,-0.4767,BBC News(World)
484,"RT @BBCNewsAsia: This K-pop star is DONE with hate about her 'flat chest': https://t.co/BLOFjGp13P

You do you, Amber Liu! @llama_ajol http…",Thu Dec 14 03:20:38 +0000 2017,0.0,0.166,0.834,-0.6114,BBC News(World)
485,"White House contradicts Tillerson on North Korea, adding to confusion https://t.co/Xz50dABV4l",Thu Dec 14 03:13:15 +0000 2017,0.0,0.338,0.662,-0.5574,BBC News(World)
486,Four jailed over Ed Sheeran forgery https://t.co/4vyk7SnQPT,Thu Dec 14 02:50:36 +0000 2017,0.0,0.348,0.652,-0.4939,BBC News(World)
487,"RT @BBCNewsAsia: India's oldest chimpanzee is gearing up for a grand birthday bash in Delhi! 

Happy birthday, lovely Rita: https://t.co/bo…",Thu Dec 14 02:01:21 +0000 2017,0.403,0.0,0.597,0.8955,BBC News(World)
488,Split Sanaa https://t.co/miWDmbaAFb,Thu Dec 14 00:38:33 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
489,Love in North Korea https://t.co/ShOEjFSWIO,Thu Dec 14 00:19:39 +0000 2017,0.512,0.0,0.488,0.6369,BBC News(World)
490,'The blood is speaking' https://t.co/3wpatEtVpY,Thu Dec 14 00:15:55 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
491,"Swiss church bells can chime again at night, says court https://t.co/fh8Kx7gke9",Wed Dec 13 23:03:23 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
492,Ecuador VP Jorge Glas sentenced for corruption in Odebrecht case https://t.co/mfwspmhHIn,Wed Dec 13 22:59:24 +0000 2017,0.0,0.099,0.901,-0.0258,BBC News(World)
493,Harvey Weinstein: Salma Hayek alleges he threatened to kill her https://t.co/pGI6ljpFi8,Wed Dec 13 22:42:39 +0000 2017,0.0,0.461,0.539,-0.8271,BBC News(World)
494,Militiamen jailed in DR Congo's Kavumu for raping 40 children https://t.co/OBTR3zInw2,Wed Dec 13 22:18:12 +0000 2017,0.0,0.471,0.529,-0.8402,BBC News(World)
495,"RT @BBCSport: Chris Froome says his legacy will not be tainted after returning an ""adverse"" drugs test at the Vuelta a Espana.

Read more:…",Wed Dec 13 22:10:44 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
496,'They sold me three times' https://t.co/PauFQd9Xiv,Wed Dec 13 21:57:11 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
497,Dramatic end to Los Angeles car chase https://t.co/u4cZ7NGvYw,Wed Dec 13 21:40:57 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
498,Beware when rescuing baby elephants https://t.co/P8qu70nlxG,Wed Dec 13 21:13:25 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
499,Polygamist sect leader Jeff Warrens jailed for food fraud scheme https://t.co/cqpEwqagfV,Wed Dec 13 20:41:48 +0000 2017,0.0,0.438,0.562,-0.7906,BBC News(World)
